file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-gui/src/main/java/nl/frisodobber/java9/jigsaw/calculator/gui/Main.java,nl.frisodobber.java9.jigsaw.calculator.gui.Main,class,17,18,1,17,4,2,0,26,4,0.5,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,87,1,0,0,0,0,7,30,17,0,20,1,2,0,3,46,1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-cli/src/main/java/nl/frisodobber/java9/jigsaw/calculator/cli/Main.java,nl.frisodobber.java9.jigsaw.calculator.cli.Main,class,2,3,1,2,10,1,0,26,13,0.75,0.0,0.0,6,1,3,3,0,0,3,0,0,0,2,0,0,2,0,0,0,0,4,59,2,2,1,1,0,11,2,13,1,12,2,0,0,2,54,1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-algorithm-substract/src/main/java/nl/frisodobber/java9/jigsaw/calculator/algorithm/substract/Substract.java,nl.frisodobber.java9.jigsaw.calculator.algorithm.substract.Substract,class,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-algorithm-add/src/main/java/nl/frisodobber/java9/jigsaw/calculator/algorithm/add/Add.java,nl.frisodobber.java9.jigsaw.calculator.algorithm.add.Add,class,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-algorithm-api/src/main/java/nl/frisodobber/java9/jigsaw/calculator/algorithm/api/Algorithm.java,nl.frisodobber.java9.jigsaw.calculator.algorithm.api.Algorithm,interface,0,5,5,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-gui/src/main/java/nl/frisodobber/java9/jigsaw/calculator/gui/Main.java,nl.frisodobber.java9.jigsaw.calculator.gui.Main$Anonymous1,anonymous,1,1,0,1,3,1,0,4,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,-1,0
/Users/palesnow/Downloads/ood4/maven-java9-jigsaw-master/fd-java9-jigsaw-gui/src/main/java/nl/frisodobber/java9/jigsaw/calculator/gui/Main.java,nl.frisodobber.java9.jigsaw.calculator.gui.Main$Anonymous2,anonymous,1,1,0,1,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,0,0,0,0,0,0,0,1,0,0,0,6,-1,0
