file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/GlobalExceptionHandler.java,io.example.configuration.GlobalExceptionHandler,class,14,14,0,14,7,1,0,26,0,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,7,49,7,0,0,0,0,23,0,4,1,5,1,0,1,1,35,1,7
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/json/serializer/LocalDateDeserializer.java,io.example.configuration.json.serializer.LocalDateDeserializer,class,3,4,1,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestBookSearchApi.java,io.example.api.TestBookSearchApi,class,17,18,1,17,12,1,0,52,62,0.8333333,1.0,1.0,12,0,2,10,0,0,2,0,0,0,4,0,0,4,0,0,4,0,17,144,1,0,0,0,0,65,44,54,0,38,0,1,0,0,73,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/exception/NotFoundException.java,io.example.domain.exception.NotFoundException,class,1,3,2,1,4,4,0,3,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/AppRunner.java,io.example.AppRunner,class,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/mapper/BookViewMapper.java,io.example.domain.mapper.BookViewMapper,class,10,11,1,10,4,1,0,1,4,0.5,0.16666667,0.16666667,4,0,3,0,1,0,4,2,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,5,0,1,0,1,0,0,0,0,16,1025,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/BookRepo.java,io.example.repository.BookRepo,interface,6,8,2,6,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/AuthorRepo.java,io.example.repository.AuthorRepo,interface,6,8,2,6,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/api/AuthApi.java,io.example.api.AuthApi,class,20,20,0,20,3,1,0,30,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,4,0,3,24,3,0,0,1,0,8,1,7,0,11,1,0,0,0,39,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/json/serializer/LocalDateTimeSerializer.java,io.example.configuration.json.serializer.LocalDateTimeSerializer,class,3,4,1,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/SwaggerConfig.java,io.example.configuration.SwaggerConfig,class,8,8,0,8,2,1,0,16,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,8,0,1,0,1,0,0,0,0,20,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/MongoConfig.java,io.example.configuration.MongoConfig,class,7,7,0,7,3,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,0,0,3,0,2,2,0,0,1,11,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestAuthorApi.java,io.example.api.TestAuthorApi$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/model/Author.java,io.example.domain.model.Author,class,10,17,7,10,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,10,0,0,0,0,22,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/mapper/UserEditMapper.java,io.example.domain.mapper.UserEditMapper,class,10,11,1,10,4,1,0,4,3,0.0,0.0,0.0,3,0,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,10,2,0,1,0,0,8,0,0,0,0,1,0,0,0,29,1025,0
